id,domain,intent,user_query,response,source,split,intent_id,domain_id
738,Healthcare,symptoms_information,I want information about my symptoms (request 16),"I can provide general health information, but a clinician should evaluate symptoms to determine the appropriate diagnosis and treatment.",curated_project_dataset,train,25,2
739,E-commerce,track_order,My order has not arrived yet (request 24),"Please check the latest tracking update first. If the expected delivery date has passed, contact customer support with your order number.",curated_project_dataset,train,26,0
740,Finance,loan_information,What documents are required for a loan? (request 47),"Requirements depend on the lender and loan type. Commonly requested documents may include identity, income, and address information.",curated_project_dataset,train,16,1
741,Healthcare,medical_report,How do I download my lab report? (request 68),"If online access is provided, sign in to the patient portal and look under reports or test results.",curated_project_dataset,train,18,2
742,E-commerce,refund,When will I get my refund? (request 45),Refund timing depends on the payment method and seller's processing time. Check your order's refund status for the latest update.,curated_project_dataset,train,23,0
743,Healthcare,appointment_reschedule,I need to reschedule my doctor's visit (request 62),"Open your appointment and select Reschedule, then choose another available date and time.",curated_project_dataset,validation,3,2
744,E-commerce,payment_failed,My card payment did not go through (request 52),Please verify your card details and contact your bank if the transaction continues to be declined.,curated_project_dataset,validation,20,0
745,Finance,credit_card,How do I pay my credit card bill? (request 35),"You can usually pay through the issuer's official app, online banking, bank transfer, or another supported payment method.",curated_project_dataset,train,9,1
746,Healthcare,appointment_cancel,Please cancel my consultation (request 96),I can guide you through cancellation. Open the appointment record and choose Cancel Appointment.,curated_project_dataset,train,2,2
747,E-commerce,damaged_product,The package arrived damaged (request 76),Document the package condition and contact customer support or the seller with your order number and photos.,curated_project_dataset,train,10,0
748,Finance,credit_card,What is my credit card limit? (request 42),"Your current credit limit is available through your card issuer's official app, online account, statement, or customer service.",curated_project_dataset,train,9,1
